--------- beginning of /dev/log/main
01-07 03:11:40.216 E/wpa_supplicant(  946): CMD: PING
01-07 03:31:31.739 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.739 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.739 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.739 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.739 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.739 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.739 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.739 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.739 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.739 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.739 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.739 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.739 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.739 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.739 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.739 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:31:32.069 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.069 I/dun_service(  123): process rmnet event
01-07 03:31:32.069 I/dun_service(  123): Post event 3
01-07 03:31:32.069 I/dun_service(  123): process rmnet event
01-07 03:31:32.069 I/dun_service(  123): Post event 3
01-07 03:31:32.069 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.069 I/dun_service(  115): process rmnet event
01-07 03:31:32.069 I/dun_service(  115): Post event 3
01-07 03:31:32.069 I/dun_service(  115): process rmnet event
01-07 03:31:32.069 I/dun_service(  115): Post event 3
01-07 03:31:32.069 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:32.069 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:32.069 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:32.069 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:31:32.069 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:32.069 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:32.069 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:32.069 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:31:32.069 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:32.069 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:32.069 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:32.069 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:31:32.069 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:32.069 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:32.069 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:32.069 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:31:32.069 E/Tethering(  203): attempting to remove unknown iface (wlan0), ignoring
01-07 03:31:32.069 D/NetdConnector(  203): RCV <- {600 Iface removed wlan0}
01-07 03:31:32.339 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.339 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.339 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.339 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.339 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.339 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.339 E/WifiHW  (  203): Unloaded /system/lib/modules/bcm4330.ko
01-07 03:31:32.369 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.369 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.540 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.540 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.540 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.540 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.560 E/WifiHW  (  203): Unloaded cfg80211
01-07 03:31:32.560 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.560 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.760 E/WifiHW  (  203): Unloaded compat
01-07 03:31:32.760 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.760 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:31:32.990 V/DATA    (  288): [DCT(0) ] intent received :android.net.wifi.WIFI_STATE_CHANGED
01-07 03:31:32.990 E/WifiEnabler(  712): handleWifiStateChanged(): (1)
01-07 03:31:32.990 E/WifiService(  203): setWifiEnabledState:0->1
01-07 03:31:33.030 W/CNE     (  203): DhcpInfo obj is NULL. V4 address is not yet available.
01-07 03:31:33.030 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:31:33.030 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:31:33.140 D/SettingsAppWidgetProvider(  712): STATE_MAX_LIGHT0
01-07 03:31:34.922 V/WifiStateTracker(  203): handleMessage(): msg.what= 14
01-07 03:31:34.922 V/WifiStateTracker(  203): handleMessage(): msg.what= 14
01-07 03:31:44.141 V/WifiStateTracker(  203): handleMessage(): msg.what= 14
01-07 03:31:44.141 V/WifiStateTracker(  203): handleMessage(): msg.what= 14
01-07 03:31:59.986 I/ActivityManager(  203): No longer want com.google.android.partnersetup (pid 673): hidden #16
01-07 03:31:59.986 I/ActivityManager(  203): No longer want com.android.batterysaver (pid 644): hidden #17
01-07 03:32:00.217 W/ActivityManager(  203): Scheduling restart of crashed service com.android.batterysaver/.ScreenStateListenerService in 5000ms
01-07 03:32:05.221 I/ActivityManager(  203): Start proc com.android.batterysaver for service com.android.batterysaver/.ScreenStateListenerService: pid=1075 uid=1000 gids={3002, 3001, 3003, 1006, 1015}
01-07 03:32:30.646 I/ActivityManager(  203): No longer want mobi.infolife.installer (pid 696): hidden #16
01-07 03:32:30.656 V/DATA    (  288): [DCT(0) ] intent received :android.intent.action.SCREEN_OFF
01-07 03:32:30.666 I/PowerManagerService(  203): Increasing sampling rate.
01-07 03:32:30.836 D/NfcService(  289): NFC-EE routing OFF
01-07 03:32:30.856 D/NfcService(  289): NFC-C discovery OFF
01-07 03:32:35.681 D/JrdLockScreen(  203): Updating Lock Screen text to Sim
01-07 03:32:35.681 D/JrdLockScreen(  203): screen on and charging --------start charging animation !!!!!!!!!
01-07 03:32:35.781 D/JrdLockScreen(  203): Updating Lock Screen text to Sim
01-07 03:32:35.781 D/JrdLockScreen(  203): screen on and charging --------start charging animation !!!!!!!!!
01-07 03:32:57.392 D/SntpClient(  203): request time failed: java.net.UnknownHostException: xtra1.gpsonextra.net
01-07 03:32:57.392 D/NetdConnector(  203): SND -> {interface readrxcounter rmnet0} {null}
01-07 03:32:57.392 D/NetdConnector(  203): RCV <- {216 0}
01-07 03:32:57.392 D/NetdConnector(  203): RSP <- {216 0}
01-07 03:32:57.392 D/NetdConnector(  203): SND -> {interface readtxcounter rmnet0} {null}
01-07 03:32:57.392 D/NetdConnector(  203): RCV <- {217 0}
01-07 03:32:57.392 D/NetdConnector(  203): RSP <- {217 0}
01-07 03:32:57.402 D/SntpClient(  203): request time failed: java.net.UnknownHostException: xtra1.gpsonextra.net
01-07 03:32:57.412 D/SntpClient(  203): request time failed: java.net.UnknownHostException: xtra1.gpsonextra.net
01-07 03:34:33.796 D/WindowManager(  203): interceptKeyTq keycode=26 screenIsOn=false keyguardActive=true
01-07 03:34:33.796 D/KeyguardViewMediator(  203): wakeWhenReadyLocked(26)
01-07 03:34:33.796 D/WindowManager(  203): interceptKeyTq keycode=26 screenIsOn=false keyguardActive=true
01-07 03:34:33.796 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:33.806 I/PowerManagerService(  203): Decreasing sampling rate.
01-07 03:34:33.826 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:33.846 D/JrdLockScreen(  203): Updating Lock Screen text to Sim
01-07 03:34:33.846 D/JrdLockScreen(  203): screen on and charging --------start charging animation !!!!!!!!!
01-07 03:34:33.886 E/WifiEnabler(  712): handleWifiStateChanged(): (1)
01-07 03:34:33.897 W/DMM Service(  203): Enable Unstable Memory : true
01-07 03:34:33.907 V/DATA    (  288): [DCT(0) ] intent received :android.intent.action.SCREEN_ON
01-07 03:34:33.927 D/DATA    (  288): [DSST(0)] pollstate() : reason = data network state changed
01-07 03:34:33.947 D/StatusBarPolicy(  274): onSignalStrengthsChanged:SignalStrength: 14 255 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm for subscription0
01-07 03:34:33.947 D/StatusBarPolicy(  274): updateSignalStrength on subscription :0
01-07 03:34:33.947 D/DATA    (  288): [DSST(0)] Poll ServiceState done: oldSS=[1 home null null null  Unknown CSS not supported -1 -1RoamInd: -1DefRoamInd: -1EmergOnly: false] newSS=[1 home null null null  Unknown CSS not supported -1 -1RoamInd: -1DefRoamInd: -1EmergOnly: false]
01-07 03:34:33.957 I/TelephonyManager(  203): interface name is null or empty
01-07 03:34:33.957 I/TelephonyManager(  203): ipAddr is null or empty
01-07 03:34:33.957 I/TelephonyManager(  203): gatewayAddr is null or empty
01-07 03:34:33.977 D/NfcService(  289): NFC-EE routing OFF
01-07 03:34:34.107 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:34:34.107 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:34:34.147 D/JrdLockScreen(  203): screen on and charging --------start charging animation !!!!!!!!!
01-07 03:34:34.157 D/JrdLockScreen(  203): Updating Lock Screen text to Sim
01-07 03:34:34.247 D/NfcService(  289): NFC-C discovery ON
01-07 03:34:35.138 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:35.148 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:35.168 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:35.208 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:35.228 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:35.698 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:35.718 W/InputManagerService(  203): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@409af670
01-07 03:34:36.189 E/JrdLockScreen(  203): onPause --------Lock Screen charging stop animation !!!!!!!!!
01-07 03:34:59.652 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:59.722 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:34:59.862 E/WifiService(  203): ===>setWifiEnabled(true)
01-07 03:34:59.862 E/WifiService(  203): setWifiEnabledBlocking(true, true, 1000)
01-07 03:34:59.862 W/CNE     (  203): DhcpInfo obj is NULL. V4 address is not yet available.
01-07 03:34:59.862 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:34:59.862 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:34:59.862 E/WifiService(  203): setWifiEnabledState:1->2
01-07 03:34:59.872 E/WifiService(  203): loadDriver(256)
01-07 03:34:59.872 V/DATA    (  288): [DCT(0) ] intent received :android.net.wifi.WIFI_STATE_CHANGED
01-07 03:34:59.882 E/WifiEnabler(  712): handleWifiStateChanged(): (2)
01-07 03:34:59.902 D/SettingsAppWidgetProvider(  712): STATE_MAX_LIGHT0
01-07 03:34:59.942 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:34:59.942 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:34:59.942 E/WifiHW  (  203): Loaded /system/lib/modules/compat.ko
01-07 03:35:00.332 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.332 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.332 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.332 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.332 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.332 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.332 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.332 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.342 E/WifiHW  (  203): Loaded /system/lib/modules/cfg80211.ko
01-07 03:35:00.713 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:00.713 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.223 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.223 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.223 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.223 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.223 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.223 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.283 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.283 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.283 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.283 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.283 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.283 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.293 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.293 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.303 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.303 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.303 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.303 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.313 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.313 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.313 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.313 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.574 I/dun_service(  123): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.574 I/dun_service(  123): process rmnet event
01-07 03:35:01.574 I/dun_service(  123): Post event 3
01-07 03:35:01.574 I/dun_service(  115): The value returned from dun_getusbmodemstate_fromsys is 2 
01-07 03:35:01.574 I/dun_service(  115): process rmnet event
01-07 03:35:01.574 I/dun_service(  115): Post event 3
01-07 03:35:01.574 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:35:01.574 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:35:01.574 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:35:01.574 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:35:01.574 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:35:01.574 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:35:01.574 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:35:01.574 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:35:01.574 D/NetdConnector(  203): RCV <- {600 Iface added wlan0}
01-07 03:35:01.584 D/Tethering(  203): isWifiDirect(): wlan0
01-07 03:35:01.584 D/Tethering(  203): isWifiDirect(): p2p-wlan\d-\d+ wlan0
01-07 03:35:01.584 D/Tethering(  203): wlan0 is not a tetherable iface, ignoring
01-07 03:35:01.584 E/WifiHW  (  203): Loaded /system/lib/modules/bcm4330.ko fwb1_path=/etc/firmware/b1.bin fwb2_path=/etc/firmware/b2.bin nvram_path=/etc/firmware/nvram.txt iface_name=wlan
01-07 03:35:02.615 E/WifiHW  (  203): wifi_start_supplicant: isCFG80211=1 type =0
01-07 03:35:02.615 E/WifiService(  203): startSupplicant(0)
01-07 03:35:02.625 D/wpa_supplicant( 1102): wpa_supplicant v0.8.x07
01-07 03:35:02.625 D/wpa_supplicant( 1102): random: Trying to read entropy from /dev/random
01-07 03:35:02.625 D/wpa_supplicant( 1102): Initializing interface 'wlan0' conf '/data/misc/wifi/wpa_supplicant.conf' driver 'nl80211' ctrl_interface 'N/A' bridge 'N/A'
01-07 03:35:02.625 D/wpa_supplicant( 1102): Configuration file '/data/misc/wifi/wpa_supplicant.conf' -> '/data/misc/wifi/wpa_supplicant.conf'
01-07 03:35:02.625 D/wpa_supplicant( 1102): Reading configuration file '/data/misc/wifi/wpa_supplicant.conf'
01-07 03:35:02.625 D/wpa_supplicant( 1102): update_config=1
01-07 03:35:02.625 D/wpa_supplicant( 1102): ctrl_interface='/data/misc/wifi/wpa_supplicant'
01-07 03:35:02.625 D/wpa_supplicant( 1102): device_name='brcm-p2p-324'
01-07 03:35:02.625 D/wpa_supplicant( 1102): eapol_version=1
01-07 03:35:02.625 D/wpa_supplicant( 1102): ap_scan=1
01-07 03:35:02.625 D/wpa_supplicant( 1102): fast_reauth=1
01-07 03:35:02.625 D/wpa_supplicant( 1102): nl80211: interface wlan0 in phy phy0
01-07 03:35:02.645 I/wpa_supplicant( 1102): rfkill: Cannot open RFKILL control device
01-07 03:35:02.645 D/wpa_supplicant( 1102): nl80211: RFKILL status not available
01-07 03:35:02.645 E/wpa_supplicant( 1102): nl80211: wpa_driver_nl80211_check_iface iface is down, change it to up
01-07 03:35:02.655 I/dun_service(  123): process rmnet event
01-07 03:35:02.655 I/dun_service(  115): process rmnet event
01-07 03:35:02.655 I/dun_service(  123): Post event 3
01-07 03:35:02.655 I/dun_service(  115): Post event 3
01-07 03:35:02.655 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:35:02.655 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:35:02.655 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:35:02.655 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:35:02.655 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
